phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target
1624091,http://superpromocao.net78.net/explosaodepremiosonline/master/Visa/90%20dias/explosaodepremiosonline/cadastro5.php?6L72C6FGSXHGY2H5R9Z8488893PKNYMSJTUVYABR9T97VPANY0U2H30P6Z0SXWLHQFDOQPGYIO5EDF2BPWD8ZNW5M7WJ4H2TXEIN4YLMNQ2273CVZQ4YD1317ZJAGL4EZL24KNQ8DR9KULFTCJSQJVQPUAZBV4PVPRZ0,http://www.phishtank.com/phish_detail.php?phish_id=1624091,2012-11-26T13:17:10+00:00,yes,2012-11-26T13:44:58+00:00,yes,Mastercard
1624089,http://appletjam.com/wp-admin/update1.php,http://www.phishtank.com/phish_detail.php?phish_id=1624089,2012-11-26T13:16:58+00:00,yes,2012-11-26T13:35:48+00:00,yes,Facebook
1624088,http://xn--80aalyski6a.org/images/index_hvoda_2611_10.html,http://www.phishtank.com/phish_detail.php?phish_id=1624088,2012-11-26T13:07:06+00:00,yes,2012-11-26T13:34:46+00:00,yes,Vodafone
1624087,http://tinyurl.com/cmjl5ug,http://www.phishtank.com/phish_detail.php?phish_id=1624087,2012-11-26T13:07:04+00:00,yes,2012-11-26T13:35:48+00:00,yes,Vodafone
1624086,http://cliente.fidelidade-cielo.kinghost.net,http://www.phishtank.com/phish_detail.php?phish_id=1624086,2012-11-26T12:56:03+00:00,yes,2012-11-26T13:29:06+00:00,yes,Cielo
1624085,http://cliente.fidelidade-cielo.kinghost.net/cadastro.php,http://www.phishtank.com/phish_detail.php?phish_id=1624085,2012-11-26T12:55:28+00:00,yes,2012-11-26T13:35:48+00:00,yes,Cielo
1624084,http://phics-it.co.uk/plugins/system/remember/sysvodaupdat/login_index.html,http://www.phishtank.com/phish_detail.php?phish_id=1624084,2012-11-26T12:54:56+00:00,yes,2012-11-26T13:35:48+00:00,yes,Vodafone
1624083,http://allegrobezpiecznelogowanie.net16.net/allegro_wAJBQAHB1IAXlurl2YVQAAF0MUBUlwIAUFdeDgYBUlwIAUwAJBQAHB1IAXAAwAJBQAHB1IAXlurl=NNDc2YVQAAFUwAJBQAHB1session/sursa.html,http://www.phishtank.com/phish_detail.php?phish_id=1624083,2012-11-26T12:53:40+00:00,yes,2012-11-26T13:02:03+00:00,yes,Other
1624082,http://stylecruises.co.uk/view/wp-content/plugins/inde.html,http://www.phishtank.com/phish_detail.php?phish_id=1624082,2012-11-26T12:46:19+00:00,yes,2012-11-26T13:35:48+00:00,yes,NatWest Bank
1624081,http://www.logoin3d.com.br//wp-content/themes/index.html,http://www.phishtank.com/phish_detail.php?phish_id=1624081,2012-11-26T12:45:36+00:00,yes,2012-11-26T13:35:48+00:00,yes,NatWest Bank
1624080,http://www.kst365.com/js/?bjurezwssl=0&amp;dest&amp;secure.runescape.com/m=weblogin/loginform.ws?mod=www,http://www.phishtank.com/phish_detail.php?phish_id=1624080,2012-11-26T12:36:16+00:00,yes,2012-11-26T13:35:49+00:00,yes,RuneScape
1624079,http://www.efrem.gr/out/news/nbhyavwc/bhbaa/384d84d858439384d84d85353844d853535353843ae3ae091d0d3faee8d938/tgpoa.htm?98939467a19817b57d92ea32f558227f98939467a19817b57d92ea32f558227f,http://www.phishtank.com/phish_detail.php?phish_id=1624079,2012-11-26T12:26:44+00:00,yes,2012-11-26T13:35:50+00:00,yes,Other
1624076,http://decembergephart.com/wp-wl/,http://www.phishtank.com/phish_detail.php?phish_id=1624076,2012-11-26T12:26:22+00:00,yes,2012-11-26T13:36:52+00:00,yes,Other
1624075,http://facebook.com.accounts.login.userid55493d5ds52.fs32.info/fb/fbn/?next=http%3A%2F%2Fwww.facebook.com%2videos%2F%3AJ%4ID%1A#,http://www.phishtank.com/phish_detail.php?phish_id=1624075,2012-11-26T12:26:19+00:00,yes,2012-11-26T13:33:09+00:00,yes,Facebook
1624074,http://www.kst365.com/js/?dest&amp;secure.runescape.com/m=weblogin/loginform.ws?mod=www&amp;jxgtnjkssl=0,http://www.phishtank.com/phish_detail.php?phish_id=1624074,2012-11-26T12:24:11+00:00,yes,2012-11-26T13:31:38+00:00,yes,RuneScape
1624070,http://www.neliayruben.com/sssaafety/safety/safety/index.htm,http://www.phishtank.com/phish_detail.php?phish_id=1624070,2012-11-26T12:14:24+00:00,yes,2012-11-26T13:32:38+00:00,yes,ABSA Bank
1624069,http://phics-it.co.uk/plugins/system/remember/sysvodaupdate/login_index.html,http://www.phishtank.com/phish_detail.php?phish_id=1624069,2012-11-26T12:12:57+00:00,yes,2012-11-26T13:36:52+00:00,yes,Vodafone
1624068,http://www.kst365.com/js/?jxgtnjkssl=0&amp;mod=www,http://www.phishtank.com/phish_detail.php?phish_id=1624068,2012-11-26T12:10:14+00:00,yes,2012-11-26T13:29:37+00:00,yes,RuneScape
1624067,http://www.kst365.com/js/?secure.runescape.com/m=weblogin/loginform.ws?mod=www&amp;jxgtnjkssl=0&amp;dest,http://www.phishtank.com/phish_detail.php?phish_id=1624067,2012-11-26T12:00:46+00:00,yes,2012-11-26T13:35:17+00:00,yes,RuneScape
1624066,http://otomoto.cz.bimmer-deals.com/,http://www.phishtank.com/phish_detail.php?phish_id=1624066,2012-11-26T11:59:27+00:00,yes,2012-11-26T12:15:57+00:00,yes,Other
1624065,http://www.gxyzx.com/js/?us.battle.net/login/en/?ref=http://pjwjscous.battle.net/d3/en/index&amp;app=com-d3,http://www.phishtank.com/phish_detail.php?phish_id=1624065,2012-11-26T11:54:18+00:00,yes,2012-11-26T13:35:17+00:00,yes,Blizzard
1624064,http://www.nu.kiev.ua/tools/calendar/themes/forest/tesco/login.auth.scc.html,http://www.phishtank.com/phish_detail.php?phish_id=1624064,2012-11-26T11:43:18+00:00,yes,2012-11-26T13:36:52+00:00,yes,Other
1624063,http://ut63899.0adz.com/feedback/feedback.html,http://www.phishtank.com/phish_detail.php?phish_id=1624063,2012-11-26T11:40:22+00:00,yes,2012-11-26T13:13:42+00:00,yes,Other
1624058,http://modernfoods.com.cn/js/?https://secure.runescape.com/m=weblogin/loginform.ws?mod=www&amp;kzutxlzamp;ssl=0&amp;dest,http://www.phishtank.com/phish_detail.php?phish_id=1624058,2012-11-26T11:36:09+00:00,yes,2012-11-26T13:37:23+00:00,yes,Other
1624057,http://modernfoods.com.cn/js/?https://secure.runescape.com/m=weblogin/loginform.ws?mod=www&amp;fyfevszamp;ssl=0&amp;dest,http://www.phishtank.com/phish_detail.php?phish_id=1624057,2012-11-26T11:35:51+00:00,yes,2012-11-26T13:44:59+00:00,yes,Other
1624055,http://www.refriautoartiles.com/administrator/manifests/packages/cadastro/cadastromastercardevisa/cadastro.php?QM6WFZJ8CUYQR02D5478FSNIEQASRN7I0CEOBYVOTUEK4GX9J4GZW5HBUS4LF04OMIDXH0LA41V8HSG2WW1T1I6VB9HQILF64S3L3OV7PQD7JU8GQ9ARRFN3O5T8P9CT2FE44AAS2OZKI820FB18RO0GS3NIB1CCFQGJ,http://www.phishtank.com/phish_detail.php?phish_id=1624055,2012-11-26T11:35:34+00:00,yes,2012-11-26T13:48:32+00:00,yes,Other
1624054,http://promo.strangled.net/cad1/,http://www.phishtank.com/phish_detail.php?phish_id=1624054,2012-11-26T11:29:55+00:00,yes,2012-11-26T13:24:28+00:00,yes,Cielo
1624053,http://www.veloxsmtp.com.br/londres/link.php?M=318919&amp;N=5&amp;L=4&amp;F=H,http://www.phishtank.com/phish_detail.php?phish_id=1624053,2012-11-26T11:28:14+00:00,yes,2012-11-26T13:46:01+00:00,yes,Mastercard
1624052,http://restomaison.net/acesso/itau/?itaubankline/cliente-itau-bankline/itau,http://www.phishtank.com/phish_detail.php?phish_id=1624052,2012-11-26T11:25:33+00:00,yes,2012-11-26T13:25:33+00:00,yes,Itau
1624050,http://hipercard.servehttp.com/,http://www.phishtank.com/phish_detail.php?phish_id=1624050,2012-11-26T11:20:20+00:00,yes,2012-11-26T13:45:30+00:00,yes,Itau
1624048,http://sslsecures.com/,http://www.phishtank.com/phish_detail.php?phish_id=1624048,2012-11-26T11:17:10+00:00,yes,2012-11-26T13:50:03+00:00,yes,Other
1624046,http://www.envirocruit.com/betale%20din%20regning/Sikker%20nettbetaling.htm,http://www.phishtank.com/phish_detail.php?phish_id=1624046,2012-11-26T10:49:27+00:00,yes,2012-11-26T13:18:47+00:00,yes,Other
1624045,http://my.greatty.com/wp-includes/pomo/tjeneste/Secure.htm,http://www.phishtank.com/phish_detail.php?phish_id=1624045,2012-11-26T10:49:09+00:00,yes,2012-11-26T13:18:47+00:00,yes,Nets
1624044,http://hazelproduction.com/sikkerhed-tdc/Sikker%20nettbetaling.htm,http://www.phishtank.com/phish_detail.php?phish_id=1624044,2012-11-26T10:48:48+00:00,yes,2012-11-26T13:18:47+00:00,yes,Other
1624042,http://www.spg-pneus.com/skyfall/280ae8fd9fa10a373325487622d9a089/validation.html?g4d3bdOsiuarHDdBl0bEP6dBVy_wP1WJ6XZDh7nemRp9bv2mHJ0HYZaZV6xWExsS,http://www.phishtank.com/phish_detail.php?phish_id=1624042,2012-11-26T10:46:49+00:00,yes,2012-11-26T13:18:47+00:00,yes,Nets
1624041,http://azhin.com/wp-content/languages/055/8cb8087f9f5f064a9327f3f5496a484c/,http://www.phishtank.com/phish_detail.php?phish_id=1624041,2012-11-26T10:46:26+00:00,yes,2012-11-26T13:19:18+00:00,yes,Visa
1624040,http://www.biobedchile.org/wp-content/Fds/kort/10af659d79e1e34f2abdc5b082446ea0/,http://www.phishtank.com/phish_detail.php?phish_id=1624040,2012-11-26T10:45:46+00:00,yes,2012-11-26T13:42:58+00:00,yes,Nets
1624038,http://www.33neyahoo.info/page/vote.php?pid=51,http://www.phishtank.com/phish_detail.php?phish_id=1624038,2012-11-26T10:33:51+00:00,yes,2012-11-26T13:28:06+00:00,yes,Other
1624037,http://www.acqi.info/page/index.php,http://www.phishtank.com/phish_detail.php?phish_id=1624037,2012-11-26T10:33:45+00:00,yes,2012-11-26T14:17:36+00:00,yes,Other
1624036,http://www.acqi.info,http://www.phishtank.com/phish_detail.php?phish_id=1624036,2012-11-26T10:33:43+00:00,yes,2012-11-26T14:17:36+00:00,yes,Other
1624033,http://us.battle.net.login.en.tu-login.com/login/en/login.html?app=bam&amp;app=wam&amp;eor=0&amp;ref=www.worldofwarcraft.com/account,http://www.phishtank.com/phish_detail.php?phish_id=1624033,2012-11-26T10:13:15+00:00,yes,2012-11-26T13:21:20+00:00,yes,Blizzard
1624032,http://www.plotsnhouses.com/tordairec.php,http://www.phishtank.com/phish_detail.php?phish_id=1624032,2012-11-26T10:11:52+00:00,yes,2012-11-26T13:29:37+00:00,yes,Vodafone
1624030,http://www.hsbhk-eservices.com,http://www.phishtank.com/phish_detail.php?phish_id=1624030,2012-11-26T10:07:57+00:00,yes,2012-11-26T13:29:37+00:00,yes,HSBC Group
1624029,http://www.acewellpc.com/images/?app=com-d3&amp;us.battle.net/login/en/?ref=http://igperljus.battle.net/d3/en/index,http://www.phishtank.com/phish_detail.php?phish_id=1624029,2012-11-26T10:04:45+00:00,yes,2012-11-26T13:22:54+00:00,yes,Blizzard
1624028,http://www.acewellpc.com/images/?ref=http://igperljus.battle.net/d3/en/index,http://www.phishtank.com/phish_detail.php?phish_id=1624028,2012-11-26T09:59:25+00:00,yes,2012-11-26T13:22:57+00:00,yes,Blizzard
1624027,http://www.ek63.cn/js/?app=com-d3&amp;ref=http://us.battle.net/d3/en/index,http://www.phishtank.com/phish_detail.php?phish_id=1624027,2012-11-26T09:54:30+00:00,yes,2012-11-26T13:22:57+00:00,yes,Blizzard
1624026,http://www.gxyzx.com/js/?us.battle.net/login/en/?ref=http://eqrwpzwus.battle.net/d3/en/index&amp;app=com-d3,http://www.phishtank.com/phish_detail.php?phish_id=1624026,2012-11-26T09:49:03+00:00,yes,2012-11-26T11:44:13+00:00,yes,Blizzard
1624025,http://caminhosdosertao.com.br/acolhida/getproductrequest.htm,http://www.phishtank.com/phish_detail.php?phish_id=1624025,2012-11-26T09:48:07+00:00,yes,2012-11-26T13:22:57+00:00,yes,Other
1624024,http://www.gxyzx.com/js/?us.battle.net/login/en/?ref=http://gyjvsbrus.battle.net/d3/en/index&amp;app=com-d3,http://www.phishtank.com/phish_detail.php?phish_id=1624024,2012-11-26T09:41:50+00:00,yes,2012-11-26T13:22:58+00:00,yes,Blizzard
1624023,http://www.gxyzx.com/js/?us.battle.net/login/en/?ref=http://bxgtcdxus.battle.net/d3/en/index&amp;app=com-d3,http://www.phishtank.com/phish_detail.php?phish_id=1624023,2012-11-26T09:36:30+00:00,yes,2012-11-26T13:23:28+00:00,yes,Blizzard
1624022,http://lgjyxx.com/js/?us.battle.net/login/en/?ref=http://higvuidus.battle.net/d3/en/index&amp;app=com-d3,http://www.phishtank.com/phish_detail.php?phish_id=1624022,2012-11-26T09:28:53+00:00,yes,2012-11-26T11:43:43+00:00,yes,Blizzard
1624020,http://locationveri.administreert.com/homepageoud/show/pagina.php?paginaid=303385,http://www.phishtank.com/phish_detail.php?phish_id=1624020,2012-11-26T09:26:05+00:00,yes,2012-11-26T13:51:03+00:00,yes,Other
1624019,http://www.cqpszx.com/images/?app=com-d3&amp;ref=http://holghtbus.battle.net/d3/en/index,http://www.phishtank.com/phish_detail.php?phish_id=1624019,2012-11-26T09:20:32+00:00,yes,2012-11-26T12:49:59+00:00,yes,Blizzard
1624018,http://on-skat-dk.com/verifikation/penge/ID/457143298536232853/,http://www.phishtank.com/phish_detail.php?phish_id=1624018,2012-11-26T09:16:34+00:00,yes,2012-11-26T13:23:58+00:00,yes,Other
1624017,http://loanproz.net/postale/postinfo.htm,http://www.phishtank.com/phish_detail.php?phish_id=1624017,2012-11-26T09:16:10+00:00,yes,2012-11-26T11:41:40+00:00,yes,PayPal
1624016,http://lgjyxx.com/js/?app=com-d3&amp;us.battle.net/login/en/?ref=http://higvuidus.battle.net/d3/en/index,http://www.phishtank.com/phish_detail.php?phish_id=1624016,2012-11-26T09:13:55+00:00,yes,2012-11-26T10:57:34+00:00,yes,Blizzard
1624015,http://lgjyxx.com/js/?ref=http://higvuidus.battle.net/d3/en/index,http://www.phishtank.com/phish_detail.php?phish_id=1624015,2012-11-26T09:07:30+00:00,yes,2012-11-26T09:47:53+00:00,yes,Blizzard
1624013,http://www.xsxzjzx.com/images/?dest&amp;secure.runescape.com/m=weblogin/loginform.ws?mod=www&amp;ulxhiabssl=0,http://www.phishtank.com/phish_detail.php?phish_id=1624013,2012-11-26T08:57:52+00:00,yes,2012-11-26T11:35:31+00:00,yes,RuneScape
1624012,http://www.misma.com.br/2010/cache/,http://www.phishtank.com/phish_detail.php?phish_id=1624012,2012-11-26T08:52:08+00:00,yes,2012-11-26T11:41:41+00:00,yes,Other
1624010,http://www.xsxzjzx.com/images/?ulxhiabssl=0&amp;mod=www,http://www.phishtank.com/phish_detail.php?phish_id=1624010,2012-11-26T08:51:46+00:00,yes,2012-11-26T11:45:14+00:00,yes,RuneScape
1624006,http://finchtangible.com/0ut2fq583184-9203774cygp/--OANAOT---5184284-0l1n/---145690---5412798-7wb6/786926/242956/1000-020-NEW-13/1000/your.html,http://www.phishtank.com/phish_detail.php?phish_id=1624006,2012-11-26T08:49:57+00:00,yes,2012-11-26T13:31:08+00:00,yes,Other
1624005,http://www.youyoupzh.com/images/?app=com-d3&amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index,http://www.phishtank.com/phish_detail.php?phish_id=1624005,2012-11-26T08:45:05+00:00,yes,2012-11-26T09:49:25+00:00,yes,Blizzard
1624003,http://woodmaster.pk/language/,http://www.phishtank.com/phish_detail.php?phish_id=1624003,2012-11-26T08:43:37+00:00,yes,2012-11-26T11:38:35+00:00,yes,Other
1624002,http://woodmaster.pk/language,http://www.phishtank.com/phish_detail.php?phish_id=1624002,2012-11-26T08:43:36+00:00,yes,2012-11-26T13:29:37+00:00,yes,Other
1624001,http://www.zgytgc.cn/images/?mod=www&amp;ssl=0,http://www.phishtank.com/phish_detail.php?phish_id=1624001,2012-11-26T08:42:13+00:00,yes,2012-11-26T11:44:13+00:00,yes,RuneScape
1624000,http://77.36.227.135/IBSng/isp_styles/0/wp-admin.php,http://www.phishtank.com/phish_detail.php?phish_id=1624000,2012-11-26T08:41:21+00:00,yes,2012-11-26T13:29:37+00:00,yes,Barclays Bank PLC
1623999,http://x0shop.com/images/?us.battle.net/login/en/?ref=npnpevaus.battle.net/d3/en/index&amp;app=com-d3,http://www.phishtank.com/phish_detail.php?phish_id=1623999,2012-11-26T08:36:37+00:00,yes,2012-11-26T09:23:28+00:00,yes,Blizzard
1623998,http://www.580clean.com/images/,http://www.phishtank.com/phish_detail.php?phish_id=1623998,2012-11-26T08:31:47+00:00,yes,2012-11-26T09:14:23+00:00,yes,Blizzard
1623997,http://www.580clean.com/images,http://www.phishtank.com/phish_detail.php?phish_id=1623997,2012-11-26T08:31:45+00:00,yes,2012-11-26T09:22:28+00:00,yes,Blizzard
1623996,http://www.kf25zx.com/images/?us.battle.net/login/en/?ref=http://xcqdlhtus.battle.net/d3/en/index&amp;app=com-d3,http://www.phishtank.com/phish_detail.php?phish_id=1623996,2012-11-26T08:31:13+00:00,yes,2012-11-26T09:20:26+00:00,yes,Blizzard
1623994,http://nucell-therapy.com/wp-admin/network/vodafone.co.uk/,http://www.phishtank.com/phish_detail.php?phish_id=1623994,2012-11-26T08:27:37+00:00,yes,2012-11-26T09:23:28+00:00,yes,Vodafone
1623993,http://x0shop.com/images/?app=com-d3&amp;us.battle.net/login/en/?ref=cbzpivdus.battle.net/d3/en/index,http://www.phishtank.com/phish_detail.php?phish_id=1623993,2012-11-26T08:27:05+00:00,yes,2012-11-26T09:15:55+00:00,yes,Blizzard
1623992,http://www.timbercresttx.com/tc12/wp-content/uploads/2012/11/verfiedbyvsa.com.cggi.bin.webscr.cmd.login.submit.dispatchs/588518d12147144d4a1d1a4d91fd1fd94d14a84da1d8a4d8a/Visa-Fr/etap1.html?u=xhttp://www.visaeurope.fr/espace-client/mes-donnees-personnelles?rpsnv=11&amp;ct=1258553363&amp;rver=6.0.5285.0&amp;wp=MBI&amp;wreply=http:%2F%2Fvisa.live.com%2Fde,http://www.phishtank.com/phish_detail.php?phish_id=1623992,2012-11-26T08:26:14+00:00,yes,2012-11-26T09:46:51+00:00,yes,Other
1623991,http://www.ysgrp.com.cn/js/?ref=http://us.battle.net/d3/en/index,http://www.phishtank.com/phish_detail.php?phish_id=1623991,2012-11-26T08:23:34+00:00,yes,2012-11-26T09:23:29+00:00,yes,Blizzard
1623990,http://www.xsxzjzx.com/images/?dest&amp;ulxhiabssl=0&amp;secure.runescape.com/m=weblogin/loginform.ws?mod=www,http://www.phishtank.com/phish_detail.php?phish_id=1623990,2012-11-26T08:15:11+00:00,yes,2012-11-26T09:48:54+00:00,yes,Blizzard
1623989,http://msnpromo.free.fr/indexg.htm,http://www.phishtank.com/phish_detail.php?phish_id=1623989,2012-11-26T08:05:08+00:00,yes,2012-11-26T09:50:26+00:00,yes,Other
1623986,http://sunvalleybarandgrill.com/files/9512/Log-ind.htm,http://www.phishtank.com/phish_detail.php?phish_id=1623986,2012-11-26T07:59:32+00:00,yes,2012-11-26T09:51:27+00:00,yes,Other
1623985,http://shaner.3eeweb.com/pay_form_ec_cvv2.html,http://www.phishtank.com/phish_detail.php?phish_id=1623985,2012-11-26T07:38:50+00:00,yes,2012-11-26T09:48:24+00:00,yes,Other
1623984,http://users2.jabry.com/welcosu/Pay_Form_Ec_Cvv2.html,http://www.phishtank.com/phish_detail.php?phish_id=1623984,2012-11-26T07:36:24+00:00,yes,2012-11-26T09:48:54+00:00,yes,Other
1623982,http://www.impera-advisory.com/wp-content/HongLeongsecure/index.htm,http://www.phishtank.com/phish_detail.php?phish_id=1623982,2012-11-26T06:59:50+00:00,yes,2012-11-26T09:22:28+00:00,yes,Other
1623981,http://kansas-city.besaba.com/card.php,http://www.phishtank.com/phish_detail.php?phish_id=1623981,2012-11-26T06:16:34+00:00,yes,2012-11-26T09:52:30+00:00,yes,Other
1623980,http://pokerface.ucoz.co.uk/card.html,http://www.phishtank.com/phish_detail.php?phish_id=1623980,2012-11-26T06:16:28+00:00,yes,2012-11-26T09:51:57+00:00,yes,Other
1623979,http://kansas-city.besaba.com/credit.php,http://www.phishtank.com/phish_detail.php?phish_id=1623979,2012-11-26T06:16:22+00:00,yes,2012-11-26T09:05:46+00:00,yes,Other
1623978,http://pokerface.ucoz.co.uk/credit.html,http://www.phishtank.com/phish_detail.php?phish_id=1623978,2012-11-26T06:16:16+00:00,yes,2012-11-26T09:46:51+00:00,yes,Other
1623977,http://kansas-city.besaba.com/webmail.php,http://www.phishtank.com/phish_detail.php?phish_id=1623977,2012-11-26T06:16:10+00:00,yes,2012-11-26T09:50:26+00:00,yes,Other
1623976,http://pokerface.ucoz.co.uk/webmail.html,http://www.phishtank.com/phish_detail.php?phish_id=1623976,2012-11-26T06:16:04+00:00,yes,2012-11-26T09:53:30+00:00,yes,Other
1623975,http://kansas-city.besaba.com/question.php,http://www.phishtank.com/phish_detail.php?phish_id=1623975,2012-11-26T06:15:58+00:00,yes,2012-11-26T09:08:18+00:00,yes,Other
1623974,http://pokerface.ucoz.co.uk/question.html,http://www.phishtank.com/phish_detail.php?phish_id=1623974,2012-11-26T06:15:53+00:00,yes,2012-11-26T09:47:53+00:00,yes,Other
1623973,http://kansas-city.besaba.com/logs.php,http://www.phishtank.com/phish_detail.php?phish_id=1623973,2012-11-26T06:15:21+00:00,yes,2012-11-26T09:49:55+00:00,yes,Other
1623972,http://nucell-therapy.com/wp-includes/images/vodafone.co.uk/,http://www.phishtank.com/phish_detail.php?phish_id=1623972,2012-11-26T05:36:40+00:00,yes,2012-11-26T07:12:45+00:00,yes,Vodafone
1623971,http://www.jeyansu.com/images/stories/Cadastro.php,http://www.phishtank.com/phish_detail.php?phish_id=1623971,2012-11-26T05:25:29+00:00,yes,2012-11-26T13:39:25+00:00,yes,Cielo
1623969,http://vyce.com.mx/modules/mod_feed/vodafone.co.uk/,http://www.phishtank.com/phish_detail.php?phish_id=1623969,2012-11-26T05:03:13+00:00,yes,2012-11-26T09:39:36+00:00,yes,Vodafone
1623967,http://vyce.com.mx/images/M_images/vodafone.co.uk/,http://www.phishtank.com/phish_detail.php?phish_id=1623967,2012-11-26T04:53:15+00:00,yes,2012-11-26T09:39:06+00:00,yes,Vodafone
1623963,http://gmailattnet.com/0/100_1353851119102606007/6?c=http%3A****images.gmailattnet.com**2036090**vuxv%7E5txu_tlllt6url_ult3umtfu_tx_tqyrnozvoxpvrp0qqmwrqsswmpozyztdyumoqo_tqmo**r_ttceurt7unnl_m_uptdfw3yu_7_e_vh_ik_zk_8_e_7p_8_e_zi_7_e5i_7_y_3n_7_y_jh_7**_yxutyxumptxveursrte3ult0x0ut0xut7eum_tty1umtf1um_tlt2utezdeuteutyutw2utv3u**tvaut0u_y3dvw363ej_x6v37_2z6aty8uv96_ox97tdy97utd3aut09ultcdautd3unp_tom_utw3u,http://www.phishtank.com/phish_detail.php?phish_id=1623963,2012-11-26T04:08:55+00:00,yes,2012-11-26T13:47:32+00:00,yes,Other
1623962,http://www.dengepnomatik.com.tr/wp-content/plugins/support/yahoo.com.html,http://www.phishtank.com/phish_detail.php?phish_id=1623962,2012-11-26T04:04:03+00:00,yes,2012-11-26T07:59:14+00:00,yes,Yahoo
1623961,http://laneboldman.com/nab/,http://www.phishtank.com/phish_detail.php?phish_id=1623961,2012-11-26T04:02:43+00:00,yes,2012-11-26T07:24:28+00:00,yes,National Australia Bank
